name,mass_kg,mean_radius_km,position_x_km,position_y_km,position_z_km,velocity_x_km,velocity_y_km,velocity_z_km
Chernykh,2.63310e+15,6.799068e+00,153951806.82315683,-473873795.63430226,8901753.806553032,13.996531108915418,7.342533846205416,-0.48911975974257466
Tololo,1.15469e+16,1.112883e+01,331253218.0915136,140164874.8260059,-70970151.08763419,-9.757512583094083,17.541809279100555,-3.2742820086201707
Gershberg,2.58504e+14,3.136529e+00,-233264044.7370331,272971542.0483417,-17823149.21656711,-15.985619888463276,-10.364291123373688,0.8228798763425549
Robeson,4.74752e+14,3.841045e+00,-238069946.03556392,182725369.45472303,-34028764.47526027,-12.939947448099156,-17.97333105945016,3.0694390930091644
Orthos,7.66420e+13,2.091459e+00,147610949.82686296,27544911.57661693,-24381559.549732026,5.495926612587595,33.32665453374926,-15.362338846722855
Ontake,3.98535e+15,7.806374e+00,-425528484.6368823,-186589885.44272417,62963446.65168734,7.398028549600068,-15.205057023612637,1.0807890302846825
Parvulesco,9.73793e+14,4.880332e+00,360866671.81007725,-230458680.10015857,26354016.575418446,6.791068261556698,14.382904005873337,0.19078654181563495
Kalm,9.38570e+15,1.038602e+01,409608073.4177367,171247184.09399804,-72248056.05821438,-5.046593297840774,16.298509764414064,3.1757005546896195
Porthan,2.52619e+15,6.705781e+00,-267781723.37981114,202995036.26294,69397389.0535044,-12.876954806790582,-16.48609443457683,-0.9016447167930985
Cuffey,4.19244e+14,3.685101e+00,263353103.4651709,250640533.1016072,-25376001.470361542,-12.456866628354824,13.491090615152837,0.25922516069477836
James,2.73191e+14,3.194842e+00,-67761576.85560983,-352056633.6841025,-225317089.08484468,13.470680528060361,-2.041986493585159,-4.840693405871597
Xinjiang,2.23083e+15,6.433530e+00,-409928844.40126324,-186240926.28576145,19547420.143886697,4.714006919884543,-16.973189380478292,-0.26477735149665643
Boubin,1.99741e+15,6.200823e+00,-338420849.5048147,-289531605.624299,-5947284.429261557,9.087047125521584,-12.487878589183914,-3.95052533056473
Bokhan,2.66973e+15,6.830451e+00,-66954796.02878572,-401903856.7699986,12213075.349326624,18.229045929740344,-2.198299083892101,-0.8920291072176426
Anacreon,4.13492e+14,3.668169e+00,303281686.19897455,27318732.545773417,-3119385.016379823,-1.2575615228584394,22.703577858870684,1.9075948640940286
Hathor,2.40141e+10,1.420527e-01,21968147.985758856,178255543.73644093,-14371741.613589484,-20.49745313818215,-0.7952736953743624,-1.0360684538781864
Aoluta,6.79934e+14,4.329616e+00,294816211.93371385,-11232991.140742991,-18908581.124362975,-1.5256585943153107,22.21892255402034,0.8414831050510788
Lebedev,2.45735e+15,6.644302e+00,-501169139.6690818,-182903257.1126454,210840.6608099737,3.900077745691186,-14.374661793758898,0.09518961581558062
Siding Spring,3.65146e+14,3.519244e+00,-137143142.81798795,-356919466.3803214,5980324.718877755,17.577632167724772,-2.2398430502178175,0.39181914026312076
Xizang,3.15113e+15,7.218540e+00,-106576652.2957884,-376157989.6680523,11432511.52133005,18.75231327340846,-1.8157398257569808,-1.2389304863025505
Fucik,1.27194e+16,1.149342e+01,-104623774.22764537,407921282.5329075,22794481.870365135,-17.696808646726733,-3.874144972807531,-2.7034835636816337
Lilio,1.39465e+15,5.501098e+00,-188002714.41697243,332194285.7900518,-32220681.813883215,-16.50820350736718,-6.67691543908223,-1.2602618814741635
Vinata,5.47604e+15,8.678594e+00,371514635.7778728,-39859228.60216447,77511176.51077634,-0.8073047617302066,20.130218215392734,1.486802613568232
Michkovitch,8.13704e+14,4.596734e+00,-271281044.4812649,-232032511.64860892,16213295.051030535,9.87676117876485,-16.528058898522644,1.4342988556114364
Kurchenko,5.86768e+15,8.880744e+00,-419756992.8817438,-130069969.71808842,124112913.37137972,6.183968815112495,-14.815626264789286,1.7989255953951016
von Lude,3.91261e+14,3.601218e+00,-321579385.9216703,88927992.08527368,11660514.219861051,-7.650105602295113,-18.381251204643227,1.699967581707887
O'Higgins,5.01726e+14,3.912455e+00,316854162.20379335,4674362.92987439,9657921.476599744,-2.3399751214563502,21.902176052072765,1.2102207787170907
Kurchatov,4.27038e+15,7.988208e+00,85566463.8217779,-426246591.0364007,86600949.74018574,16.575364600557727,5.699829442167561,2.55228839406748
Alva,3.82355e+15,7.699267e+00,-331434738.72826326,326267308.7872796,36591555.69037435,-11.40885529838242,-11.05594422274204,-0.4367140534529238
Lavrov,2.86066e+15,6.989552e+00,281463212.87638384,241459547.71585286,-14798911.938931547,-12.04150428323158,15.635532167356041,-0.8455502265864538
Nei Monggol,3.51938e+15,7.489440e+00,-339427978.12131697,-315749677.6391084,15924994.298864799,12.389625533239615,-10.803587787642481,-2.8854479244146436
Hirons,1.13885e+16,1.107769e+01,-368629990.8671847,-281118842.6587367,60517137.54130697,10.207347148481343,-13.131793491869649,4.084552027614013
Phereclos,1.75577e+17,2.757080e+01,-562543029.2272134,567604764.9891765,-26241768.96429185,-8.68425840184535,-9.305919604489,0.4362863038138732
Bahner,7.02209e+15,9.428647e+00,284955287.31361884,-339480079.2920301,-43115359.16529252,12.168646513564887,12.171956393476282,2.5530971571949066
Debehogne,6.61404e+14,4.289922e+00,-59176581.63714179,-316751651.1732621,19525087.966591977,21.13042409980328,-2.9919267440348216,0.919301721096014
Volgo-Don,6.89393e+14,4.349600e+00,-178937485.5653127,321996676.4502394,21552406.908135492,-18.637652305634305,-6.297201094952681,0.39810925014292914
Gogol,2.14026e+15,6.345259e+00,501791170.9161846,-115077393.70622109,-12077050.566787597,1.9387155483415892,15.138568752413198,0.2740890363079241
Mark Twain,3.18029e+14,3.360852e+00,215935805.99344563,169337945.4803052,9107325.897625208,-12.66381699146974,19.999905653995327,1.5063004430460554
Cebriones,1.70792e+17,2.731803e+01,-617603748.6668645,332859435.96122366,-382239115.84699756,-6.941028721565664,-10.244770914624057,3.1311723437325303
Seillier,6.20107e+15,9.045849e+00,-400501864.72233164,-83363986.75091472,40311553.960634544,4.307551570913561,-18.386350044937135,-3.0936596250488697
Interkosmos,4.83578e+15,8.326248e+00,273988497.2157019,252495907.66965696,30402796.914156362,-14.343423421007468,12.431236422337296,-1.0437733740384372
Aaryn,1.59392e+14,2.669619e+00,-265102501.56818527,-266724287.1338961,-7081886.96661224,12.029609421140293,-12.847338937339513,0.026309906438826705
Praha,4.74752e+14,3.841045e+00,330369525.7452881,-138444715.26923037,6555850.667065203,6.256645203759161,17.30301987231768,-0.5160315319396043
Beltrovata,3.29964e+13,1.579244e+00,-248777763.3375422,-188215700.05984363,-26914387.644844037,18.079122969976886,-9.883396555794814,1.2993687113882864
Chekhov,2.14026e+15,6.345259e+00,366420834.35373527,-166676848.58015957,-17659794.37348518,8.15460355194581,16.54275686371531,0.22693245954349078
van Altena,6.00436e+14,4.153836e+00,332867735.5654925,118948059.81109224,8190679.790235699,-4.324510541612802,19.915319487880282,2.958171592438307
Dimitrov,1.14939e+15,5.157620e+00,353994740.1848784,106150597.52335244,7167419.567924629,-5.571668699601749,17.983866810903415,-0.4587058008224172
Proskurin,2.90046e+15,7.021815e+00,-474247361.6086125,88622473.6354422,21848472.93936295,-5.602395606605727,-15.289016736184506,0.37281576781005715
Immo,1.39465e+15,5.501098e+00,33412164.44464989,389745520.12059474,-61140050.44582552,-18.108151287621535,4.87977553966656,1.0444969991340918
Vladvysotskij,3.87674e+15,7.734805e+00,357583474.4804501,-63458744.2665792,4022042.1587116863,2.603955530880554,20.158896118264337,5.454453603068387
Radek,1.95194e+16,1.325713e+01,468406988.0237417,-201308943.65808153,-98030974.96538708,7.918423407333537,12.683511750917015,-3.1918717352333563
Martynov,1.20356e+16,1.128364e+01,281033145.7422206,-335467844.1241638,-27272328.805151857,12.770528049876138,12.84570670585565,-0.33983674676778913
Shcheglov,1.94297e+15,6.143974e+00,-114407991.69996212,396881859.3451115,-2914452.291176833,-17.74124594652551,-4.431025256060847,-0.29970507494238446
Pannekoek,8.75924e+15,1.014961e+01,-423587095.07467335,-131320614.55306458,31104297.56932267,2.900933842694214,-16.263824549731247,4.15214936857988
Heiskanen,9.78288e+15,1.053051e+01,-324827649.95441526,485963523.2134033,-2216883.9940214516,-11.94438026262209,-5.6042587616599375,0.08664083005981973
Heilongjiang,6.61404e+14,4.289922e+00,-310619250.11428934,-137665233.92407984,-9783503.360078027,7.018115813971111,-18.07611519471418,-0.3621157679946591
Landi,3.61798e+15,7.558739e+00,132219061.49402383,-410628001.27144593,70922561.88919765,14.783272413700546,6.255359353083313,-3.0902987356237177
Nonie,2.94081e+15,7.054226e+00,248579046.46255505,260911526.70034555,73587768.04572643,-6.50465719040434,17.268912914356466,-7.732546189904592
Bradley,4.61814e+14,3.805830e+00,364389253.18690294,7672864.200712575,-5331013.63121808,0.31454975258173645,18.077911843123363,1.0857180705512106
Schulhof,2.49153e+15,6.674971e+00,322318253.5173395,-230494780.94638982,-66025999.65695059,12.28481920105551,12.767709778336632,2.620460557811846
Mustel,3.45515e+14,3.455010e+00,-210536734.0701743,-274905190.4004686,24226978.02223751,16.906297307101905,-9.124210211350336,0.04563218860826361
Nikonov,3.98535e+15,7.806374e+00,-445462403.87222695,179203420.3821566,35075694.86732192,-4.838208417650837,-14.413744573250582,-2.226066900082654
Xi'an,4.97126e+15,8.403290e+00,-205653934.93166128,-433663927.52371114,-18063837.101967264,14.028994517201294,-7.28344291859315,-3.019136545540788
Gaze,5.76059e+14,4.096843e+00,388782508.7560108,185523819.50440696,14541002.734399071,-6.186457878945363,14.67134673672695,0.32766574315942926
Dibaj,7.08707e+14,4.389847e+00,-297874107.1649544,338424894.3975795,23958307.30258708,-11.264205004316135,-9.704059611601615,-1.8808490989940614
Nezarka,1.81329e+15,6.004120e+00,-253529389.65168276,365463715.8816231,29503870.854741894,-13.509281518630779,-8.2061849728473,-2.615369647791526
Tomita,8.71900e+14,4.703806e+00,197216254.6922329,254979759.74085262,-15802943.042095792,-17.818221399095414,11.887389529218758,-0.3338037836285189
Jonathan Murray,2.28279e+14,3.009188e+00,-225702005.27585647,-324285759.6226875,23183775.751470517,13.148263185404879,-10.927453493830741,0.02175712813728379
Suzuki,1.36291e+16,1.176114e+01,-201985010.5223932,-425873606.2648024,29696586.202469375,16.287784721021502,-3.938117031358535,2.5714923453576053
Nadeev,2.63310e+15,6.799068e+00,42140898.89908092,-560436892.5336777,8810654.020823894,13.625422189984125,2.624533975879779,-0.3510578040438061
Aho,1.11806e+15,5.110335e+00,452069304.10407794,107139030.79022776,-2415162.9270590455,-3.1028479895602046,16.546555252793045,-0.0011952958184643166
Kochi,4.51301e+15,8.136720e+00,-42393284.392475784,-387552361.0672729,84160347.19825223,18.343041352002594,-3.2803949692948993,-0.8059864739594105
Lappajarvi,8.88110e+15,1.019646e+01,262591290.88539177,282771713.0207866,-69192707.40059963,-15.627912166136511,12.065371043385278,-0.23251028542276764
Jilin,2.58504e+14,3.136529e+00,2207913.3419746384,274064056.82515275,362948.41328983934,-24.37979303599195,-0.7205186198801448,1.586941312152424
Terradas,3.65146e+14,3.519244e+00,287103222.2787166,-43936533.61534571,-10898906.393556865,5.738118836620094,21.918456735280955,-1.9244573031779684
Derevskaya,2.20022e+15,6.403971e+00,-376611032.3011188,-239702501.69236732,53114713.93112089,10.74463783688491,-13.219943840039601,2.1315277062471836
Aehlita,1.00108e+15,4.925489e+00,-315281897.68249804,-291198490.07123953,4709012.754341995,11.086562419715452,-13.177889561623388,-1.2784611328455031
Satpaev,8.02540e+14,4.575614e+00,160547247.0650733,-296376369.8859329,-19428955.952314395,15.935111331697248,11.435480004443972,1.4987546630914352
Sumava,1.66904e+15,5.840491e+00,242306614.09314644,271468922.7291537,18682688.635460954,-12.817100221036121,14.691225094995238,-0.3920947921360336
Antarctica,2.94081e+15,7.054226e+00,-1619982.0183795795,-407487236.71088856,6981259.073702371,19.14555097181731,-0.5555588825683835,-0.828945788327023
Welch,3.28448e+15,7.318960e+00,-400223941.016841,121405935.5178252,9371465.942092616,-6.6441480867048215,-17.678052958540444,0.6364742950700077
Orelskaya,4.36985e+14,3.736366e+00,95386842.6577765,287543194.31358945,10444241.613390854,-19.396282155201714,9.724895681653589,0.5564492442148248
Haug,9.64865e+15,1.048213e+01,-511022022.15400803,-116110289.49549668,-11430704.806363804,4.475764960734319,-13.514898461404023,-0.4991201525639498
Astapovich,1.83851e+15,6.031834e+00,-292431649.70943755,-141738895.0627769,68258511.13363692,13.372120590626588,-16.39415575050714,3.9286268110585363
Chapman,7.69957e+14,4.512834e+00,-389486432.3879479,105362763.64381793,9994793.253907613,-4.501543536511116,-15.649770298672415,0.9205721798511932
Morrison,9.21439e+14,4.791256e+00,341358258.1713611,-78786586.96929668,-9448531.443180976,4.715554384114625,18.283439009708367,-0.616040584511038
Zellner,8.96327e+14,4.747329e+00,336056463.5111884,35500318.25866924,-7772448.681725126,-0.3855920396590112,19.653308361040487,-0.35738047617879887
Wil,3.37650e+15,7.386681e+00,-408408637.14274,9190079.805884864,-41746916.43266063,2.318734804305758,-17.578551983697142,-0.9839519957867167
van de Hulst,6.03207e+15,8.962917e+00,396925090.58247674,98534284.8688081,-35081712.390388414,-6.043562186587866,17.522514163338656,-2.94691426381231
Vibeke,3.93067e+15,7.770507e+00,424434660.10352916,-111437036.68361977,-27519199.31407644,2.8951450241728747,17.060553764068736,5.1678066093715
Ganesa,1.45367e+15,5.577626e+00,-254922287.2912663,-296600207.3204646,10564424.407825315,14.47161283083297,-11.621178270434571,-0.5989012787053994
Sharonov,6.37480e+15,9.129550e+00,-235567976.03464282,398639893.4920352,-40532953.59023074,-13.927555820635119,-8.6732972368041,2.7172604098680315
McVittie,1.76387e+15,5.949074e+00,20970873.47294965,-578375203.9256256,-3938886.004816907,13.36906891953922,-0.3273902371137971,-0.7248224274408057
Voskovec-Werich,7.38698e+14,4.450916e+00,-480021265.0987832,-172279033.0318491,2239086.6086456077,3.235542164647215,-15.026817025406894,-0.33027063494852704
Moldavia,2.54957e+14,3.122118e+00,-255027460.97364795,-268666850.88842577,35269451.161476195,12.672605590319115,-12.848988674245152,1.1215737551891218
Ciurlionis,1.53627e+15,5.681321e+00,337748776.89210165,38244684.269654475,29426496.713836238,-3.3941508579432327,19.867704947028567,-5.036907616797815
Nininger,1.10781e+16,1.097613e+01,-464211161.7969944,-179433124.78190118,74842785.91841769,5.698104599836523,-14.77089743665396,-1.5661493213263784
Perovskaya,4.68238e+14,3.823397e+00,-61877965.8892055,-284961621.20478654,32411719.635001294,21.610362774667273,-7.534874941807118,-0.025069726976529445
Ibarruri,3.18029e+14,3.360852e+00,-301355769.4097119,265680187.43942708,-22822967.417331543,-12.394837356491715,-9.996506067153593,-0.8188565528401411
Tautenburg,4.36985e+14,3.736366e+00,-310083061.9096852,51585187.97546567,31623112.978253096,-5.6429109978887055,-20.621092786681427,-2.3357035794869665
Shenzhen,5.25372e+15,8.559519e+00,155542904.1743934,-372043741.1383806,-66853800.16892197,17.123715652041042,7.605953035181658,-1.7414068862442893
Simonov,3.61798e+15,7.558739e+00,38541455.10857649,479205582.13678694,-33894923.057237364,-15.546410764638031,0.3177350803306844,-1.9801927135424833
Kobzar,8.59937e+14,4.682193e+00,-238538013.3498866,-406410487.8036939,6964901.423982304,13.808191329193546,-6.909265280217861,1.0801413318426671
Kamenyar,4.63945e+15,8.212008e+00,268690340.65084755,350834351.44202644,50286243.83081299,-13.31469202340937,11.58500185250408,2.2060299986716094
Schurer,2.26186e+15,6.463226e+00,-408804583.0653115,-51066222.853203975,21418630.811317112,0.6216731590863386,-16.716676802888177,-4.323019036449214
Bruce Helin,2.45735e+15,6.644302e+00,43765985.90146994,321969073.4884829,82984189.17847429,-18.37508701484003,5.0575892517926695,7.267768303741713
Skovoroda,8.59937e+14,4.682193e+00,-430406100.81327116,-39000552.13667796,-13222830.122680461,5.905926531108124,-15.603740681200845,-0.5388977577896337
Soomana,6.79934e+14,4.329616e+00,-56868742.01273911,-384344449.06415516,-44158329.23893058,17.135564651316027,-2.75124375179907,-0.612280347327362
Sootiyo,4.57580e+15,8.174277e+00,395246891.9184247,61823065.869071595,-390479.52898172423,1.2178119072440676,17.66164605340109,-3.15774365343776
Bateson,4.76943e+15,8.287993e+00,-500417937.08717996,105139934.63825674,90932095.37305467,-1.9067740780568145,-14.446477763309764,-3.3273640901265975
Horemheb,5.20555e+13,1.838440e+00,119277341.67215106,-252922533.49319237,14321780.492560428,19.514745590194487,12.764579503474884,-1.2426616266556987
Hatshepsut,1.57931e+15,5.733890e+00,422299942.22367954,283898721.1618324,12147383.871306287,-9.463921629144465,12.320681875697584,-1.085600505979082
Amnestia,5.84072e+14,4.115753e+00,-249177405.96971786,-265005130.16786677,2404614.219905324,14.260358244257102,-10.962278732486563,0.9007896262234801
Oleshko,6.34551e+14,4.231062e+00,273150944.7247356,-197090548.00719807,-28894069.04063112,13.223683782931543,14.657151513503942,-0.13743832037212678
Ulugbek,2.74452e+15,6.893652e+00,-152663817.3243094,373392069.78399575,-107204.85800713587,-18.247666986281835,-6.525420846257436,0.09769244072845416
Educatio,4.07818e+14,3.651315e+00,-195516309.4664158,330928856.2920875,-26355040.314491495,-14.757731019416132,-8.406788387193316,-0.3737458534448223
Hibbs,1.50823e+14,2.620893e+00,195207244.10197085,241786284.16183588,-20323442.788989432,-15.05679041143285,16.048099791657,-0.18198182464371704
Corbett,8.59937e+14,4.682193e+00,245422992.2566721,275448980.10532284,-19942328.125976797,-12.457004368851603,13.78120193272542,-1.4162158341989308
Tomeileen,2.83444e+16,1.501237e+01,460753555.05303985,-76878676.10372609,-74167568.84978776,2.597986432456198,15.984651656271351,-2.0309148975720626
Lederle,2.78270e+15,6.925472e+00,-322221871.06609064,212863108.42382807,-67231765.4853211,-11.442645392928283,-14.305198731152824,-4.057680259189711
Blazhko,1.55764e+15,5.707545e+00,-256398631.75131136,190254539.55264002,28463261.506469578,-14.512232623850315,-14.97741774955852,1.4415793607428171
Lunacharsky,4.94842e+14,3.894479e+00,159786468.6104138,-253454077.24513835,-17098556.01512086,19.83275937853767,10.687133100202294,0.13397189454060118
Kronstadt,6.89393e+14,4.349600e+00,-361451806.85321814,-254637891.80623823,63249182.52283054,11.460394030769985,-10.636136926124651,0.42349457694215803
Sholokhov,1.03387e+16,1.072629e+01,446024803.30060756,-49623878.72922002,-96214079.03958221,1.9274613264359537,15.589959995093533,-3.7504187454890596
Kenos,1.85552e+14,2.808338e+00,75773541.9356416,-204088338.5626896,95199626.00036167,24.326605694918406,7.066593090734309,-3.252431952801596
Ioannisiani,3.51938e+15,7.489440e+00,384668674.20057154,344426265.09944546,-21997488.7294992,-10.126123001196845,11.245937332040572,0.1741918555030827
Dollfus,3.19497e+15,7.251859e+00,-297263397.5375659,-239986170.54732287,-53063230.02982066,14.025275491207596,-12.854866966757017,-0.7285488257954889
Lyot,4.76943e+15,8.287993e+00,509089232.8032623,124755645.19738878,21017315.008674406,-3.3482196343976582,14.348488170300941,2.9935924167419925
Wabash,6.46348e+15,9.171690e+00,-475943791.8601973,150096742.68068433,44810002.139183484,-5.077675872166949,-14.305798372747255,-2.3550058624348775
Olaus Magnus,2.88713e+14,3.254238e+00,3386703.659217393,-287950173.23963106,9183520.085334396,22.61661177307811,3.6222795106547725,1.6227411328345314
Somville,2.42363e+15,6.613774e+00,-368323932.05534416,177809710.9690415,-29632689.46622563,-8.979872713597562,-15.401866463571633,-2.0675228009031303
Palamedes,1.20911e+17,2.434722e+01,-125421039.95686701,-792861038.486262,-182710855.445291,12.027520047582843,-1.8936924502527577,1.1913302845064704
Rublyov,1.01500e+15,4.948224e+00,-352495699.0935054,144625904.37732118,12019068.48579531,-6.076978129474236,-17.87488671059517,1.943485649918636
Veniakaverin,2.20022e+15,6.403971e+00,-43313288.582586266,516495186.3554868,-10462702.944519797,-15.103920982952234,0.16418942651094004,0.4263999150695481
Spellmann,4.51301e+15,8.136720e+00,417875224.3519037,-161721514.73885596,64593030.91963592,5.163035066491268,16.216654591239987,-1.6997442269250176
Mitlincoln,9.60432e+14,4.857909e+00,-47389104.532070614,298236616.13560605,-19267378.00343328,-21.59021931043685,-4.230142345506839,0.3649598542818682
Clavel,3.66832e+15,7.593629e+00,262605819.3636419,-309475102.37885255,-4326374.324870976,13.518684225568952,13.83485659506585,-0.8010733014549022
Nehalennia,1.90751e+14,2.834323e+00,13636681.045234226,332988191.2830154,-3745248.996549542,-20.59362689852823,-1.6560940084427813,1.0728470944930248
Sterpin,3.06526e+15,7.152360e+00,375668993.0944787,-108067522.27236423,24305396.73878925,2.374585079940052,17.6944593343948,-4.215973616448797
Nordenskiold,2.35758e+15,6.553139e+00,-116464214.63092946,370278195.1981272,5643273.554185384,-19.489258292002706,-5.080020103916594,-0.03300732105691075
Wilson,1.39465e+15,5.501098e+00,-96519283.48517907,430875530.28437334,5949257.987774007,-16.344274479061234,-3.2157043548842723,-1.0945040559252925
Golson,1.91631e+15,6.115745e+00,78325196.0259421,365649604.65786606,-32970366.65421769,-17.9446361168953,6.968032574331934,-0.036366007637378156
Kollontai,9.34258e+14,4.813371e+00,168371565.89413133,-224212415.29999143,-1316727.2753508862,17.88325621018341,14.846010163022255,2.361450072535841
Repin,4.81356e+14,3.858774e+00,-167668422.5869863,-280115037.8879914,12433609.309420845,19.131128895046835,-7.87164129514463,1.778687579132847
Tadjikistan,1.07267e+15,5.040218e+00,-260271544.47821712,457164484.8915294,-48029295.47512795,-12.586257302999636,-7.359215885534894,2.1165732307414067
Agematsu,3.02320e+15,7.119498e+00,-88941434.24015678,-422820180.8041874,661802.7692257909,17.070960590264857,-3.8251629829579867,-0.9493115797314357
Ultrajectum,2.78270e+15,6.925472e+00,284018833.42283,361381475.05179936,48536692.99061439,-12.231400497629926,11.04869619746104,2.546417668550159
Bradman,1.66137e+14,2.706758e+00,151247752.3166776,-331393208.17226064,-25113355.498984188,17.03599467993897,6.643872662991953,0.9678857475284484
Heyerdahl,4.55477e+14,3.788344e+00,-186812145.66907015,251508356.5507291,-24479749.713421013,-18.422778452973045,-10.434617416309878,0.7682093436016711
Ruby,3.06526e+15,7.152360e+00,370019418.30588806,280474227.4913897,21870762.859406974,-7.22531175557536,13.635081280406135,-1.7563021981159013
Semenov,3.37650e+15,7.386681e+00,-169280704.71785033,-456501150.65885997,49310331.37325988,15.13209993825377,-4.2618758757502135,1.8103950829766309
Andersen,5.86768e+15,8.880744e+00,-300777759.4834297,-361624525.7088415,48183588.55856925,13.266948476140024,-9.191646245163717,-2.7437287462792437
Biryukov,1.28371e+15,5.351177e+00,-376637740.3922405,192724380.50347498,-37366218.60507817,-6.054376709477574,-15.493657650850482,1.144386040443271
Tokai,1.94297e+15,6.143974e+00,332219928.5738463,-76543288.75760004,21814211.384990834,3.2121654383033618,19.169110493804652,-0.7318682027318316
Sodankyla,5.92198e+14,4.134751e+00,279495707.54318523,-315284299.6631592,-1292731.5535883687,11.141819039183282,11.572304571204981,0.8168705581634604
Papanov,3.91261e+14,3.601218e+00,195829491.14249748,-274815268.87208855,-17201589.363328647,14.552744637973404,13.23545960510973,0.11864154292849022
Burgi,2.51459e+14,3.107773e+00,-442000282.3727515,198735409.1941331,11849191.391015423,-5.5906420491004925,-13.075349962743308,-0.4471957650527132
Perkin,8.84029e+14,4.725517e+00,253361486.70114025,334519829.40054125,-17688208.251840755,-14.911771672989417,10.304236962949378,0.6649647958906247
Guinevere,1.13885e+16,1.107769e+01,-330913233.2618729,-678806082.6355969,-8745254.92415958,9.744734293239178,-5.708647030111278,0.8662285212641267
Parenago,4.55477e+14,3.788344e+00,255435802.95188645,-57732638.48044474,3347690.0571828326,5.060865204194382,24.679542866002272,-0.4232817025747949
Scheffler,6.52329e+14,4.270211e+00,-60732341.738473184,387282815.3592429,365180.46416338783,-19.858316054779745,-2.8378250641271747,0.9634067651033936
Metsahovi,1.18159e+15,5.205343e+00,-33989204.252943486,-359555682.12646633,-53094542.61873188,18.20429288130393,-2.1395047834986607,-0.32934702525315357
Juhani,4.88053e+14,3.876585e+00,-10577607.60753773,-377504520.250445,-18211931.39175251,18.017853603037448,2.682491105336168,0.31514145955249856
Bryan,1.42714e+14,2.573057e+00,-386884380.12719643,117238263.07669891,48040678.12051373,-6.225064289928827,-14.873083966699216,-0.1574284131210221
Suvorov,1.71580e+15,5.894532e+00,-450198446.2036346,-107396313.53450353,9885765.044316916,6.412331249663747,-15.701406382094648,-0.43505896322328186
Bussolini,2.02519e+15,6.229445e+00,236417552.42937732,-321168651.6981056,91498956.89993653,12.825052978639985,11.987516014012195,-0.7167363666427786
Tvashtri,3.40774e+14,3.439136e+00,-172455289.62264192,-198066874.95350534,107785798.30530268,14.957710371362301,-15.394679788892935,-1.3400263279700788
Kutuzov,4.27038e+15,7.988208e+00,369910970.39426094,-198416983.7461271,-4425727.684709452,10.234659416095834,15.806503182100458,0.16295717811371843
Elmer,7.08707e+14,4.389847e+00,295051319.71792585,-187206192.71287003,45707583.04799029,10.108833564807059,18.164052513751017,-1.8171146902507351
Inge,1.28963e+16,1.154647e+01,-184337172.60859302,435369821.92844236,-15735004.276087023,-15.449027217372263,-5.550026368778173,-3.3260448734809827
Noviomagum,3.12224e+13,1.550420e+00,-137857143.38997665,-240986904.03930396,69121513.11928377,19.67528812242162,-7.1348477580773215,5.199317746565552
Fernandus,3.96704e+14,3.617840e+00,-278248964.5365828,-176020703.77488706,3952630.436539289,10.143569664799763,-17.157613862315802,0.21732158513899855
Kulikovskij,4.25076e+14,3.702110e+00,-398691909.77438754,20689471.759840503,-31090437.007402506,3.1084875882503993,-17.423270199158118,-0.8251260590939425
Tsesevich,2.86066e+15,6.989552e+00,-71625654.19224463,450418616.2298976,7834676.15320908,-16.603025667731096,-1.4003704553052436,-0.19478661032741976
Brunk,1.35665e+15,5.450663e+00,-247647545.2110817,425668658.0405746,-6162454.377012521,-12.705989235394759,-9.540402842742521,0.08593172933687772
Alascattalo,8.13704e+14,4.596734e+00,195828000.3037101,306296994.221947,7052321.540376726,-15.804847968767753,8.916988236313976,2.174309015984478
Lohja,2.82141e+15,6.957438e+00,-258061459.5373122,-147790258.27812275,-5462350.73580531,13.113533584117407,-18.773835578526917,-1.2093191603477107
Nummela,3.19497e+15,7.251859e+00,-352485495.95079046,-65137426.20913919,8597292.009647038,0.7115827000414705,-19.953684219282938,-6.262340160439589
Liaoning,6.22969e+13,1.951863e+00,-376150242.17364997,-124101650.3620485,-5217688.352633454,4.352801615848431,-15.567950213831637,-2.011839218149729
Gaviola,2.66973e+15,6.830451e+00,409156485.3306248,167593844.58010507,6572430.708315769,-7.087279506100477,15.085638500388306,1.1455879196808925
Hebei,3.98535e+15,7.806374e+00,-457549809.9592611,63821821.73956486,15489335.31547865,0.5570376279882243,-17.07746509664012,-0.3316918730621342
Pirogov,2.29333e+15,6.493059e+00,-376653118.19912404,-219716419.9539884,11705291.563162489,8.488353859780577,-15.174000773152066,0.4716713916247755
Bobone,3.71935e+15,7.628679e+00,-128778809.23634681,413565989.90169704,-30509057.206717994,-15.745193042076192,-5.986212374467754,2.891219977835545
Alupka,4.55477e+14,3.788344e+00,-19208066.679507304,-316905151.9262144,32614488.106834475,21.36739211939649,0.49525905637533746,0.4164218794253765
Chukotka,7.28562e+14,4.430465e+00,-99237772.02045171,392982862.6728495,17444396.8104544,-17.05603545938273,-1.3636321504817788,-0.30287392301514043
Shandong,8.71900e+14,4.703806e+00,-376545265.153798,32383899.776414257,33109765.58408596,1.2219253277831574,-17.441601317442007,0.2583596437430715
Patterson,9.34258e+14,4.813371e+00,-224243385.8349527,-225315173.99195194,29336759.10564113,15.82841831040677,-13.758346547319583,-2.3742205375693697
Tavastia,1.10272e+15,5.086855e+00,259707337.1315292,-242419814.7052473,-36613801.57095029,11.200913525926676,14.900101868762961,-0.6014760055423082
